buy_sentiment_threshold,sell_sentiment_threshold,Initial Cash,Final Portfolio Value,ROI (%),Win/Loss Ratio,Sharpe Ratio,Max Drawdown (%)
10.0,-40.0,10000,12366.399642944327,23.66399642944327,1.5,0.26930862398850824,0.3070076648049188
